Ts_code,Holder_name,Holder_amount,Hold_ratio
000625.SZ,GUOTAI JUNAN SECURITIES(HONGKONG)LIMITED,3187.81,0.42
002460.SZ,HKSCC NOMINEES LIMITED,28825.18,20.05
002460.SZ,李良彬,27026.99,18.8
002460.SZ,王晓申,10089.89,7.02
002460.SZ,香港中央结算有限公司,9445.37,6.57
002460.SZ,黄闻,1167.84,0.81
002460.SZ,沈海博,1087.64,0.76
002460.SZ,中国建设银行股份有限公司-华夏能源革新股票型证券投资基金,876.51,0.61
002460.SZ,全国社保基金四一四组合,739.99,0.51
002460.SZ,深圳市金汇荣盛财富管理有限公司-金汇荣盛融诚兴盛一号私募证券投资基金,715.44,0.5
002460.SZ,中国工商银行股份有限公司-农银汇理新能源主题灵活配置混合型证券投资基金,673.89,0.47
300910.SZ,郭春萱,5583.31,37.22
300910.SZ,中国石化集团资本有限公司,2250,15
300910.SZ,苏州松禾成长二号创业投资中心(有限合伙),1177.1,7.85
300910.SZ,MERRILL LYNCH INTERNATIONAL,581.39,3.88
300910.SZ,中国工商银行股份有限公司-富国天惠精选成长混合型证券投资基金(LOF),430.84,2.87
300910.SZ,前海股权投资基金(有限合伙),355.16,2.37
300910.SZ,"高华-汇丰-GOLDMAN,SACHS&CO.LLC",343.05,2.29
300910.SZ,深圳市松禾国创新能股权投资基金合伙企业(有限合伙),225,1.5
300910.SZ,前海方舟资产管理有限公司,212.28,1.42
300910.SZ,高盛国际-自有资金,200,1.33
300611.SZ,章碧鸿,7623.04,42.6
300611.SZ,长江成长资本投资有限公司,926.28,5.18
300611.SZ,章竹军,878.22,4.91
300611.SZ,王光明,446.18,2.49
300611.SZ,浙江美力科技股份有限公司-第一期员工持股计划,400,2.24
300611.SZ,中国建设银行股份有限公司-信达澳银新能源产业股票型证券投资基金,391.48,2.19
300611.SZ,俞爱香,190,1.06
300611.SZ,浙江美力科技股份有限公司-第二期员工持股计划,149.98,0.84
300611.SZ,京新控股集团有限公司,149.39,0.83
300611.SZ,朱彩娟,110,0.61
300545.SZ,聂泉,8758.59,49.28
300545.SZ,广东恒阔投资管理有限公司,836.84,4.71
300545.SZ,深圳市远致富海投资管理有限公司-深圳远致富海并购股权投资基金合伙企业(有限合伙),515.79,2.9
300545.SZ,李艳阳,250.07,1.41
300545.SZ,王栋,198.15,1.11
300545.SZ,广东恒健资产管理有限公司-广东恒航产业投资基金合伙企业(有限合伙),187.37,1.05
300545.SZ,饶忠华,135.16,0.76
300545.SZ,刘文生,117.18,0.66
300545.SZ,钟辉,67.5,0.38
300545.SZ,李梅秀,54.22,0.31
002610.SZ,江苏爱康实业集团有限公司,36487.07,8.15
002610.SZ,邹承慧,12184.62,2.72
002610.SZ,中国银行股份有限公司-华泰柏瑞中证光伏产业交易型开放式指数证券投资基金,4466.94,1
002610.SZ,中信建投证券股份有限公司-天弘中证光伏产业指数型发起式证券投资基金,3188.17,0.71
002610.SZ,江阴爱康投资有限公司,2664,0.59
002610.SZ,银河德睿资本管理有限公司,2199,0.49
002610.SZ,香港中央结算有限公司,1946.84,0.43
002610.SZ,陈楗,1939.18,0.43
002610.SZ,邱利华,1670.5,0.37
002610.SZ,铸锋资产管理(北京)有限公司-铸锋赤霄2号私募证券投资基金,1469,0.33
300543.SZ,陈静,5986.89,22.32
300543.SZ,郑勇,1280.7,4.78
300543.SZ,刘沛然,1197.38,4.46
300543.SZ,刘晓昕,963.56,3.59
300543.SZ,潘声旺,848.99,3.17
300543.SZ,刘孝朋,664.03,2.48
300543.SZ,深圳市朗科智能电气股份有限公司-第一期员工持股计划,320.91,1.2
300543.SZ,肖凌,305.4,1.14
300543.SZ,何淦,297.76,1.11
300543.SZ,舒金明,173,0.65
002760.SZ,泰豪集团有限公司,2514.29,23.28
002760.SZ,江西泰豪技术发展有限公司,1998.87,18.51
002760.SZ,陈晓,750.46,6.95
002760.SZ,安徽齐丰浩瑞投资管理合伙企业(有限合伙),214,1.98
002760.SZ,黄嘉雯,96.49,0.89
002760.SZ,深圳市大华信安资产管理企业(有限合伙)-信安成长一号私募证券投资基金,90,0.83
002760.SZ,王红,72.48,0.67
002760.SZ,唐华忠,62.01,0.57
002760.SZ,郭艺,60,0.56
002760.SZ,徐炳,52.33,0.48
300712.SZ,福州博宏投资管理有限公司,4618.55,25.36
300712.SZ,福州永福恒诚投资管理股份有限公司,3537.85,19.43
300712.SZ,宁德时代新能源科技股份有限公司,1456.79,8
300712.SZ,福建省永福博发投资股份有限公司,383.08,2.1
300712.SZ,全国社保基金一一八组合,327.64,1.8
300712.SZ,刘长羽,140.5,0.77
300712.SZ,交通银行股份有限公司-广发中证基建工程交易型开放式指数证券投资基金,140.35,0.77
300712.SZ,青岛汉缆股份有限公司,116.66,0.64
300712.SZ,中信里昂资产管理有限公司-客户资金,112.22,0.62
300712.SZ,银华基金-农业银行-银华基金蓝筹精选1号集合资产管理计划,100,0.55
300973.SZ,彭裕辉,2588.9,15.29
300973.SZ,赵松涛,1725.93,10.19
300973.SZ,赵键,1717.41,10.14
300973.SZ,白宝鲲,1641.1,9.69
300973.SZ,陈和军,1085.85,6.41
300973.SZ,宁宗峰,800.1,4.72
300973.SZ,张新光,742.95,4.39
300973.SZ,广州立兴企业管理咨询合伙企业(有限合伙),581.71,3.44
300973.SZ,彭永成,575.31,3.4
300973.SZ,广州立创企业管理咨询合伙企业(有限合伙),445.98,2.63
