Ts_code,Holder_name,Holder_amount,Hold_ratio
688630.SH,海通资管汇享芯碁微装员工战略配售集合资产管理计划,302.02,2.5
688630.SH,合肥市创新科技风险投资有限公司,259.92,2.15
688630.SH,国投(宁波)科技成果转化创业投资基金合伙企业(有限合伙),236.34,1.96
688630.SH,深圳市启赋国隆中小微企业股权投资基金合伙企业(有限合伙),222.65,1.84
603345.SH,福建国力民生科技发展有限公司,9319.06,31.77
603345.SH,香港中央结算有限公司,1603.19,5.47
603345.SH,刘鸣鸣,1548.61,5.28
603345.SH,张清苗,847.4,2.89
603345.SH,安联环球投资新加坡有限公司-安联神州A股基金(交易所),694.33,2.37
603345.SH,黄清松,388.69,1.33
603345.SH,黄建联,377.02,1.29
603345.SH,UBS AG,340.79,1.16
603345.SH,中国工商银行股份有限公司-财通资管价值成长混合型证券投资基金,331.44,1.13
603345.SH,中国建设银行股份有限公司-汇添富消费行业混合型证券投资基金,320,1.09
603688.SH,陈士斌,9953.77,28.19
603688.SH,富腾发展有限公司,8199,23.22
603688.SH,邵静,1124.8,3.19
603688.SH,陈培荣,674,1.91
603688.SH,中国建设银行股份有限公司-易方达环保主题灵活配置混合型证券投资基金,533.23,1.51
603688.SH,全国社保基金四一四组合,386.57,1.09
603688.SH,招商银行股份有限公司-睿远成长价值混合型证券投资基金,370.24,1.05
603688.SH,招商银行股份有限公司-易方达智造优势混合型证券投资基金,357.89,1.01
603688.SH,招商银行股份有限公司-汇添富中盘积极成长混合型证券投资基金,357.27,1.01
603688.SH,中国建设银行股份有限公司-华商智能生活灵活配置混合型证券投资基金,301.79,0.85
603317.SH,邓文,48772.2,64.67
603317.SH,唐璐,7830,10.38
603317.SH,中国工商银行股份有限公司-景顺长城新兴成长混合型证券投资基金,1176,1.56
603317.SH,中国银行股份有限公司-景顺长城鼎益混合型证券投资基金(LOF),588.01,0.78
603317.SH,香港中央结算有限公司,492.98,0.65
603317.SH,中国农业银行股份有限公司-交银施罗德成长混合型证券投资基金,335.87,0.45
603317.SH,唐鸣,290.27,0.38
603317.SH,中国建设银行股份有限公司-交银施罗德蓝筹混合型证券投资基金,248.1,0.33
603317.SH,浙江浙盐控股有限公司,210.53,0.28
603317.SH,中国农业银行股份有限公司-景顺长城内需增长贰号混合型证券投资基金,176.4,0.23
600026.SH,中国海运集团有限公司,153692.46,32.27
600026.SH,HKSCC NOMINEES LIMITED,128604.29,27
600026.SH,中国远洋海运集团有限公司,61942.62,13.01
600026.SH,中央汇金资产管理有限责任公司,9074.23,1.91
600026.SH,大连船舶重工集团有限公司,8595.99,1.8
600026.SH,香港中央结算有限公司,6594.28,1.38
600026.SH,中国建设银行股份有限公司-中欧新蓝筹灵活配置混合型证券投资基金,4490.39,0.94
600026.SH,沪东中华造船(集团)有限公司,4297.99,0.9
600026.SH,兴业银行股份有限公司-中欧新趋势股票型证券投资基金(LOF),3044.7,0.64
600026.SH,中国工商银行股份有限公司-中欧时代先锋股票型发起式证券投资基金,2563.01,0.54
603517.SH,上海聚成企业发展合伙企业(有限合伙),20795.18,33.83
603517.SH,上海慧功企业发展合伙企业(有限合伙),4924.39,8.01
603517.SH,香港中央结算有限公司,2530.66,4.12
603517.SH,上海成广企业发展合伙企业(有限合伙),1688.43,2.75
603517.SH,上海福博企业发展合伙企业(有限合伙),1539.8,2.5
603517.SH,中国工商银行股份有限公司-东方红启恒三年持有期混合型证券投资基金,966.5,1.57
603517.SH,招商银行股份有限公司-兴全合润混合型证券投资基金,664.04,1.08
603517.SH,招商银行股份有限公司-兴全合宜灵活配置混合型证券投资基金(LOF),614.28,1
603517.SH,林芝腾讯科技有限公司,608.6,0.99
603517.SH,唐颖,500.08,0.81
605117.SH,宁波梅山保税港区艾思睿投资管理有限公司,6480.64,37.97
605117.SH,张和君,4096,24
605117.SH,上海金浦创新消费股权投资基金(有限合伙),448,2.62
605117.SH,宁波梅山保税港区亨丽投资管理合伙企业(有限合伙),431.36,2.53
605117.SH,宁波华桐恒泰创业投资合伙企业(有限合伙),320,1.87
605117.SH,张晖,320,1.87
605117.SH,杭州龙蠡投资管理有限公司-宁波梅山保税港区德帆投资合伙企业(有限合伙),256,1.5
605117.SH,香港中央结算有限公司,137.27,0.8
605117.SH,周玉平,130.65,0.77
605117.SH,陆亚珠,128,0.75
603737.SH,洪杰,25227.23,67.02
603737.SH,香港中央结算有限公司,4493.74,11.94
603737.SH,三棵树涂料股份有限公司-第五期员工持股计划,1294.78,3.44
603737.SH,三棵树涂料股份有限公司-第四期员工持股计划,980.99,2.61
603737.SH,富达基金(香港)有限公司-客户资金,350.36,0.93
603737.SH,挪威中央银行-自有资金,312.54,0.83
603737.SH,MERRILL LYNCH INTERNATIONAL,229.32,0.61
603737.SH,法国巴黎银行-自有资金,183.83,0.49
603737.SH,交通银行-融通行业景气证券投资基金,128.12,0.34
603737.SH,林丽忠,116.3,0.31
605376.SH,宁波广弘元创业投资合伙企业(有限合伙),5155.38,19.71
605376.SH,宁波众智聚成创业投资合伙企业(有限合伙),2202.9,8.42
605376.SH,新辉投资控股有限公司,2176.8,8.32
605376.SH,宁波申扬创业投资合伙企业(有限合伙),1800,6.88
605376.SH,陈钢强,1699.92,6.5
605376.SH,雅戈尔投资有限公司,720,2.75
605376.SH,尚融宝盈(宁波)投资中心(有限合伙),671.4,2.57
605376.SH,招商银行股份有限公司-睿远成长价值混合型证券投资基金,603.07,2.31
605376.SH,宁波辰智卓新股权投资合伙企业(有限合伙),523.9,2
605376.SH,香港中央结算有限公司,506.16,1.93
603032.SH,德力西新疆投资集团有限公司,8000,47.81
603032.SH,新疆维吾尔自治区国有资产投资经营有限责任公司,1404.58,8.39
603032.SH,郑智仙,833.6,4.98
603032.SH,丁炳芝,658.59,3.94
603032.SH,冯建,248.83,1.49
603032.SH,何怡,246.43,1.47
603032.SH,中国银行股份有限公司-鹏华汇智优选混合型证券投资基金,236.28,1.41
603032.SH,中国银行股份有限公司-鹏华高质量增长混合型证券投资基金,185.3,1.11
603032.SH,付海民,160.55,0.96
603032.SH,中国建设银行股份有限公司-鹏华价值优势混合型证券投资基金(LOF),133.24,0.8
600647.SH,信达投资有限公司,5660.65,40.68
600647.SH,国华人寿保险股份有限公司-传统一号,534.82,3.84
600647.SH,广州市玄元投资管理有限公司-玄元科新39号私募证券投资基金,267.33,1.92
600647.SH,光大嘉宝股份有限公司,245.7,1.77
600647.SH,余文光,226.96,1.63
600647.SH,钟馨,220,1.58
600647.SH,李健,176.54,1.27
600647.SH,陈辉,163.89,1.18
600647.SH,齐广胜,154.6,1.11
600647.SH,黄晓颖,83.24,0.6
600328.SH,中盐吉兰泰盐化集团有限公司,51698.21,53.98
600328.SH,中国建设银行股份有限公司-浙商丰利增强债券型证券投资基金,1000,1.04
600328.SH,南京银行股份有限公司-博时优质鑫选一年持有期混合型证券投资基金,513.36,0.54
600328.SH,兴证全球基金-中国人寿保险股份有限公司-分红险-兴证全球基金国寿股份均衡股票型组合单一资产管理计划,407.87,0.43
600328.SH,平安基金-中国平安人寿保险股份有限公司-分红-个险分红-平安人寿-平安基金权益委托投资2号单一资产管理计划,397.71,0.42
600328.SH,兴全基金-农业银行-中国太平洋人寿保险-中国太平洋人寿股票主动管理型产品(个分红)委托投资,352.56,0.37
600328.SH,麦荣伙,340.37,0.36
600328.SH,兴证全球基金-浦发银行-兴全浦金集合资产管理计划,317.85,0.33
600328.SH,兴全基金-兴业银行-兴业证券股份有限公司,311.07,0.32
600328.SH,吴志明,303.9,0.32
600841.SH,上海汽车集团股份有限公司,78304.68,47.99
600841.SH,重庆机电控股(集团)公司,17578.22,10.77
600841.SH,西藏瑞华资本管理有限公司,4449.39,2.73
600841.SH,中国银河证券股份有限公司,1796.44,1.1
600841.SH,无锡威孚高科技集团股份有限公司,1298.76,0.8
600841.SH,共青城胜恒投资管理有限公司-胜恒九重风控策略1期私募股权投资基金,1290.32,0.79
600841.SH,南京钢铁联合有限公司,1112.35,0.68
600841.SH,中国人寿资管-中国银行-国寿资产-PIPE2020保险资产管理产品,1112.35,0.68
600841.SH,郭伟松,1101.22,0.67
600841.SH,刘志强,866.78,0.53
600761.SH,安徽叉车集团有限责任公司,28315.45,38.25
600761.SH,香港上海汇丰银行有限公司,3672.89,4.96
600761.SH,洪泽君,3650,4.93
600761.SH,中央汇金资产管理有限责任公司,2127,2.87
600761.SH,MERRILL LYNCH INTERNATIONAL,912.78,1.23
600761.SH,MORGAN STANLEY & CO.INTERNATIONAL PLC.,814.48,1.1
600761.SH,富达基金(香港)有限公司-客户资金,761.21,1.03
600761.SH,中欧基金-农业银行-中欧中证金融资产管理计划,644.02,0.87
600761.SH,银华基金-农业银行-银华中证金融资产管理计划,617.27,0.83
600761.SH,洪涛,613,0.83
688662.SH,刘富林,1980.09,22.44
688662.SH,刘富坤,1295.15,14.68
688662.SH,绰丰投资有限公司,708.04,8.02
688662.SH,联升投资有限公司,628.8,7.13
688662.SH,共青城富乐投资管理合伙企业(有限合伙),330,3.74
688662.SH,广东弘德投资管理有限公司-广东弘德恒顺新材料创业投资合伙企业(有限合伙),314.4,3.56
688662.SH,中金公司-建设银行-中金新锐股票型集合资产管理计划,303.07,3.43
688662.SH,东升国际发展有限公司,301.82,3.42
688662.SH,温耀生,160.89,1.82
688662.SH,共青城地泽投资管理合伙企业(有限合伙),125.76,1.43
603192.SH,上海汇得企业集团有限公司,3800,35.63
603192.SH,颜群,2400,22.5
603192.SH,上海湛然股权投资管理合伙企业(有限合伙),1300,12.19
603192.SH,上海涌腾股权投资管理合伙企业(有限合伙),500,4.69
603192.SH,中国工商银行股份有限公司-华安安康灵活配置混合型证券投资基金,126.97,1.19
603192.SH,国信证券股份有限公司-华夏中证500指数智选增强型证券投资基金,117.68,1.1
603192.SH,中国农业银行股份有限公司-华夏中证500指数增强型证券投资基金,110.11,1.03
603192.SH,全国社保基金一一一组合,104.83,0.98
603192.SH,兴业银行股份有限公司-圆信永丰优加生活股票型证券投资基金,86.01,0.81
603192.SH,兴业银行股份有限公司-圆信永丰兴诺一年持有期灵活配置混合型证券投资基金,70,0.66
603800.SH,江苏道森投资有限公司,8143.2,39.15
603800.SH,宝业机械公司,5428.8,26.1
603800.SH,范江海,365.83,1.76
603800.SH,北京世纪网宇电子科技发展有限公司,249.77,1.2
603800.SH,苏州科创投资咨询有限公司,203,0.98
603800.SH,韩淑新,130.02,0.63
603800.SH,张俊英,96.1,0.46
603800.SH,田振华,94.6,0.45
603800.SH,刘海艳,92.04,0.44
603800.SH,朱赛花,87.97,0.42
688356.SH,XUAN ZHAO,1486.66,24.78
688356.SH,吴凯庭,914.58,15.24
688356.SH,刘慧民,627.82,10.46
688356.SH,朱飞鸿,237.43,3.96
688356.SH,上海曼路创业投资合伙企业(有限合伙),141.32,2.36
688356.SH,北京天逸希慧投资管理中心(有限合伙),141.1,2.35
688356.SH,渤海银行股份有限公司-中信建投医改灵活配置混合型证券投资基金,134.4,2.24
688356.SH,北京键业腾飞企业管理咨询中心(有限合伙),129.91,2.17
688356.SH,招商银行股份有限公司-汇添富医疗服务灵活配置混合型证券投资基金,91.66,1.53
688356.SH,Shuimu Development Limited,85.57,1.43
688577.SH,高长泉,1297.67,24.04
688577.SH,高兆春,933.59,17.3
688577.SH,郭秀华,660.43,12.24
688577.SH,玉环虎贲投资合伙企业(有限合伙),350,6.48
688577.SH,玉环高兴投资管理有限公司,217.84,4.04
688577.SH,南华基金-招商证券-南华基金鑫升1号集合资产管理计划,178.35,3.3
688577.SH,高雅萍,160.1,2.97
688577.SH,沈祥龙,141.21,2.62
688577.SH,叶茂杨,139.89,2.59
688577.SH,徐宝春,121,2.24
601888.SH,中国旅游集团有限公司,104064.27,53.3
601888.SH,香港中央结算有限公司,19094.85,9.78
601888.SH,中国证券金融股份有限公司,5844.29,2.99
601888.SH,中国工商银行股份有限公司-景顺长城新兴成长混合型证券投资基金,2079.08,1.06
601888.SH,潘斐莲,1851,0.95
601888.SH,中国人寿保险股份有限公司-传统-普通保险产品-005L-CT001沪,1436.8,0.74
601888.SH,陈发树,1301.36,0.67
601888.SH,梁瑞安,1243.53,0.64
601888.SH,中央汇金资产管理有限责任公司,1184.82,0.61
601888.SH,戴穗如,970,0.5
600188.SH,山东能源集团有限公司,226304.73,45.73
600188.SH,香港中央结算(代理人)有限公司,189796.34,38.35
600188.SH,香港中央结算有限公司,3291.51,0.67
600188.SH,招商银行股份有限公司-上证红利交易型开放式指数证券投资基金,2919.65,0.59
600188.SH,全国社保基金一零一组合,1332.25,0.27
600188.SH,全国社保基金四一六组合,1304.32,0.26
600188.SH,汇添富基金管理股份有限公司-社保基金1103组合,930.34,0.19
600188.SH,中国银行股份有限公司-易方达供给改革灵活配置混合型证券投资基金,902.78,0.18
600188.SH,汇添富基金-中国人寿保险股份有限公司-分红险-汇添富基金国寿股份成长股票型组合单一资产管理计划(可供出售),827.09,0.17
600188.SH,招商证券股份有限公司-建信中小盘先锋股票型证券投资基金,817.76,0.17
600496.SH,精工控股集团(浙江)投资有限公司,30000,14.9
600496.SH,精工控股集团有限公司,23706.96,11.78
600496.SH,六安市产业投资发展有限公司,4378.22,2.18
600496.SH,交通银行股份有限公司-广发中证基建工程交易型开放式指数证券投资基金,2509.41,1.25
600496.SH,友邦人寿保险有限公司-分红,1663.6,0.83
600496.SH,华夏人寿保险股份有限公司-分红-个险分红,1651.23,0.82
600496.SH,交通银行-华夏蓝筹核心混合型证券投资基金(LOF),1280.25,0.64
600496.SH,中国建设银行股份有限公司-兴全多维价值混合型证券投资基金,1261.6,0.63
600496.SH,中国建设银行股份有限公司-华夏兴和混合型证券投资基金,1035.01,0.51
600496.SH,招商银行股份有限公司-华夏鸿阳6个月持有期混合型证券投资基金,920.77,0.46
600841.SH,上海汽车集团股份有限公司,78304.68,47.99
600841.SH,重庆机电控股(集团)公司,17578.22,10.77
600841.SH,西藏瑞华资本管理有限公司,4449.39,2.73
600841.SH,中国银河证券股份有限公司,1796.44,1.1
600841.SH,无锡威孚高科技集团股份有限公司,1298.76,0.8
600841.SH,共青城胜恒投资管理有限公司-胜恒九重风控策略1期私募股权投资基金,1290.32,0.79
600841.SH,南京钢铁联合有限公司,1112.35,0.68
600841.SH,中国人寿资管-中国银行-国寿资产-PIPE2020保险资产管理产品,1112.35,0.68
600841.SH,郭伟松,1101.22,0.67
600841.SH,刘志强,866.78,0.53
603289.SH,杭州泰德瑞克投资管理有限公司,12812.64,43.33
603289.SH,TEDERIC TECHNOLOGY LIMITED,4176.88,14.12
603289.SH,郑建国,3000,10.14
603289.SH,海通开元投资有限公司,512,1.73
603289.SH,Green Seed Capital Ltd,241.61,0.82
603289.SH,舟山悦海伟祺投资合伙企业(有限合伙),180,0.61
603289.SH,华泰证券股份有限公司,89.9,0.3
603289.SH,何忠意,83.47,0.28
603289.SH,乐春华,80,0.27
603289.SH,虞廷田,64.63,0.22
600546.SH,山西煤炭进出口集团有限公司,114800.63,57.91
600546.SH,UBS AG,1592.76,0.8
600546.SH,中国农业银行股份有限公司-大成新锐产业混合型证券投资基金,1173.73,0.59
600546.SH,泰康人寿保险有限责任公司-投连-行业配置,819.92,0.41
600546.SH,"JPMORGAN CHASE BANK,NATIONAL ASSOCIATION",748.45,0.38
600546.SH,上海紫阁投资管理有限公司-紫阁骏益1号私募证券投资基金,700,0.35
600546.SH,广发证券股份有限公司-大成睿景灵活配置混合型证券投资基金,674.29,0.34
600546.SH,MERRILL LYNCH INTERNATIONAL,646.52,0.33
600546.SH,中国工商银行股份有限公司-国泰中证煤炭交易型开放式指数证券投资基金,641.35,0.32
600546.SH,中欧基金-农业银行-中国太平洋人寿股票相对收益型产品(保额分红)委托投资计划,626.22,0.32
600084.SH,中信国安集团有限公司,38747.36,34.48
600084.SH,中信国安投资有限公司,11745.27,10.45
600084.SH,孙伟,5612,4.99
600084.SH,新疆生产建设兵团投资有限责任公司,4707.29,4.19
600084.SH,马秋丽,2927,2.6
600084.SH,熊劭春,2750.01,2.45
600084.SH,陈晔,755,0.67
600084.SH,韩亿阳,735,0.65
600084.SH,张玲,549.77,0.49
600084.SH,孙岩,478.54,0.43
600508.SH,中国中煤能源股份有限公司,45119.13,62.43
600508.SH,孟庆亮,910.48,1.26
600508.SH,上海宝钢国际经济贸易有限公司,557.27,0.77
600508.SH,温少如,542.61,0.75
600508.SH,中国银行股份有限公司-招商中证煤炭等权指数分级证券投资基金,449.87,0.62
600508.SH,吴建立,370.75,0.51
600508.SH,许雄葵,279,0.39
600508.SH,李侨,260.54,0.36
600508.SH,UBS AG,241.47,0.33
600508.SH,吕奎,178.86,0.25
603655.SH,戚建国,4500,42.45
603655.SH,范小凤,1200,11.32
603655.SH,常州市金坛君泰投资咨询有限公司,800,7.55
603655.SH,戚淦超,670,6.32
603655.SH,敬瑞华,98,0.92
603655.SH,杨怀旭,63,0.59
603655.SH,罗勇,49.3,0.47
603655.SH,董自力,31,0.29
603655.SH,齐晓东,29.72,0.28
603655.SH,李继梅,24.77,0.23
688185.SH,HKSCC NOMINEES LIMITED,9806.79,39.63
688185.SH,XUEFENG YU(宇学峰),1787.42,7.22
688185.SH,朱涛,1787.42,7.22
688185.SH,DONGXU QIU(邱东旭),1711.42,6.92
688185.SH,HELEN HUIHUA MAO(毛慧华),1633.42,6.6
688185.SH,先进制造产业投资基金(有限合伙),528.19,2.13
688185.SH,天津千益企业管理合伙企业(有限合伙),347.46,1.4
688185.SH,刘建法,333.67,1.35
688185.SH,天津千睿企业管理合伙企业(有限合伙),329.95,1.33
688185.SH,招商银行股份有限公司-华夏上证科创板50成份交易型开放式指数证券投资基金,204.8,0.83
603396.SH,李义升,5001.57,43.01
603396.SH,北京金辰映真企业管理合伙企业(有限合伙),535,4.6
603396.SH,杭虹,471.31,4.05
603396.SH,杨延,403.73,3.47
603396.SH,中国建设银行股份有限公司-前海开源公用事业行业股票型证券投资基金,143.44,1.23
603396.SH,中国银行股份有限公司-华泰柏瑞中证光伏产业交易型开放式指数证券投资基金,65.9,0.57
603396.SH,国信证券股份有限公司,55,0.47
603396.SH,中信建投证券股份有限公司-天弘中证光伏产业指数型发起式证券投资基金,45.67,0.39
603396.SH,中国银河证券股份有限公司,43.76,0.38
603396.SH,王明伦,32.28,0.28
603719.SH,宁波汉意投资管理合伙企业(有限合伙),14957.56,37.3
603719.SH,达永有限公司,12149.65,30.3
603719.SH,HH LPPZ(HK)Holdings Limited,1800.01,4.49
603719.SH,宁波良品投资管理有限公司,1197.01,2.99
603719.SH,珠海高瓴天达股权投资管理中心(有限合伙),779.65,1.94
603719.SH,宁波艾邦投资管理有限公司,554.15,1.38
603719.SH,宁波高瓴智远投资合伙企业(有限合伙),431.53,1.08
603719.SH,全国社保基金五零三组合,430,1.07
603719.SH,宁波汉宁倍好投资管理合伙企业(有限合伙),393.94,0.98
603719.SH,宁波汉亮奇好投资管理合伙企业(有限合伙),393.94,0.98
603719.SH,宁波汉林致好投资管理合伙企业(有限合伙),393.94,0.98
601995.SH,中央汇金投资有限责任公司,193615.57,40.11
601995.SH,香港中央结算(代理人)有限公司,190295.62,39.42
601995.SH,海尔集团(青岛)金盈控股有限公司,39850,8.26
601995.SH,中国投融资担保股份有限公司,12756.3,2.64
601995.SH,国新投资有限公司,1458.64,0.3
601995.SH,香港中央结算有限公司,1434.55,0.3
601995.SH,阿布达比投资局,1381.35,0.29
601995.SH,阿里巴巴(中国)网络技术有限公司,1375.77,0.28
601995.SH,全国社保基金一一八组合,1095.28,0.23
601995.SH,中国人寿保险股份有限公司-传统-普通保险产品-005L-CT001沪,1033.87,0.21
601975.SH,中国长江航运集团有限公司,135742.58,27.97
601975.SH,中国建设银行股份有限公司江苏省分行,33940.69,6.99
601975.SH,中国工商银行股份有限公司南京下关支行,18842.68,3.88
601975.SH,中国长城资产管理股份有限公司,13878.14,2.86
601975.SH,中信银行股份有限公司南京分行,12599.6,2.6
601975.SH,交通银行股份有限公司,7500,1.55
601975.SH,民生金融租赁股份有限公司,5012.88,1.03
601975.SH,南京银行股份有限公司,3873.54,0.8
601975.SH,平安银行股份有限公司,2926,0.6
601975.SH,中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金,1854.84,0.38
600256.SH,新疆广汇实业投资(集团)有限责任公司,212778.52,32.41
600256.SH,新疆广汇实业投资(集团)有限责任公司-非公开发行2021年可交换公司债券(第三期)质押专户,23000,3.5
600256.SH,香港中央结算有限公司,22611.55,3.44
600256.SH,新疆广汇实业投资(集团)有限责任公司-非公开发行2021年可交换公司债券(第一期)质押专户,11078.95,1.69
600256.SH,新疆广汇实业投资(集团)有限责任公司-非公开发行2021年可交换公司债券(第二期)质押专户,9000,1.37
600256.SH,中国农业银行股份有限公司-大成新锐产业混合型证券投资基金,8712.29,1.33
600256.SH,新疆投资发展(集团)有限责任公司,6667.51,1.02
600256.SH,交通银行股份有限公司-汇丰晋信低碳先锋股票型证券投资基金,6441.03,0.98
600256.SH,交通银行-汇丰晋信动态策略混合型证券投资基金,5615.34,0.86
600256.SH,广发证券股份有限公司-大成睿景灵活配置混合型证券投资基金,5541.92,0.84
688577.SH,高长泉,1297.67,24.04
688577.SH,高兆春,933.59,17.3
688577.SH,郭秀华,660.43,12.24
688577.SH,玉环虎贲投资合伙企业(有限合伙),350,6.48
688577.SH,玉环高兴投资管理有限公司,217.84,4.04
688577.SH,南华基金-招商证券-南华基金鑫升1号集合资产管理计划,178.35,3.3
688577.SH,高雅萍,160.1,2.97
688577.SH,沈祥龙,141.21,2.62
688577.SH,叶茂杨,139.89,2.59
688577.SH,徐宝春,121,2.24
605488.SH,夏厚君,6723,55.18
605488.SH,嘉兴市进取投资管理合伙企业(有限合伙),900,7.39
605488.SH,涂大记,810,6.65
605488.SH,江叔福,567,4.65
605488.SH,郭桂莲,100.05,0.82
605488.SH,徐林峰,93.2,0.76
605488.SH,窦大勇,92.59,0.76
605488.SH,李耀邦,90,0.74
605488.SH,杨冉冉,54.33,0.45
605488.SH,方淑芬,40.77,0.33
600876.SH,HKSCC NOMINEES LIMITED,24913.88,38.59
600876.SH,中国洛阳浮法玻璃集团有限责任公司,11119.59,17.22
600876.SH,中建材玻璃新材料研究院集团有限公司,7029,10.89
600876.SH,深创投红土股权投资管理(深圳)有限公司-深创投制造业转型升级新材料基金(有限合伙),3885.38,6.02
600876.SH,凯盛科技集团有限公司,1940.04,3
600876.SH,中国农业银行股份有限公司-交银施罗德先进制造混合型证券投资基金,958.25,1.48
600876.SH,招商银行股份有限公司-交银施罗德均衡成长一年持有期混合型证券投资基金,734.26,1.14
600876.SH,中国建设银行股份有限公司-交银施罗德启明混合型证券投资基金,598.34,0.93
600876.SH,国改双百发展基金管理有限公司-科改策源(重庆)私募股权投资基金合伙企业(有限合伙),523.46,0.81
600876.SH,香港中央结算有限公司,490.27,0.76
601995.SH,中央汇金投资有限责任公司,193615.57,40.11
601995.SH,香港中央结算(代理人)有限公司,190295.62,39.42
601995.SH,海尔集团(青岛)金盈控股有限公司,39850,8.26
601995.SH,中国投融资担保股份有限公司,12756.3,2.64
601995.SH,国新投资有限公司,1458.64,0.3
601995.SH,香港中央结算有限公司,1434.55,0.3
601995.SH,阿布达比投资局,1381.35,0.29
601995.SH,阿里巴巴(中国)网络技术有限公司,1375.77,0.28
601995.SH,全国社保基金一一八组合,1095.28,0.23
601995.SH,中国人寿保险股份有限公司-传统-普通保险产品-005L-CT001沪,1033.87,0.21
600592.SH,漳州市九龙江集团有限公司,15123.38,37.85
600592.SH,国机资产管理有限公司,1421.93,3.56
600592.SH,胡红丹,685.82,1.72
600592.SH,俞旭斐,660,1.65
600592.SH,张鹏,464.06,1.16
600592.SH,上海七王资产管理有限公司-七王瑞德2号证券投资基金,432.8,1.08
600592.SH,陈能依,382.73,0.96
600592.SH,邱信富,376.7,0.94
600592.SH,周丽萍,282.52,0.71
600592.SH,周志刚,249.98,0.63
601975.SH,中国长江航运集团有限公司,135742.58,27.97
601975.SH,中国建设银行股份有限公司江苏省分行,33940.69,6.99
601975.SH,中国工商银行股份有限公司南京下关支行,18842.68,3.88
601975.SH,中国长城资产管理股份有限公司,13878.14,2.86
601975.SH,中信银行股份有限公司南京分行,12599.6,2.6
601975.SH,交通银行股份有限公司,7500,1.55
601975.SH,民生金融租赁股份有限公司,5012.88,1.03
601975.SH,南京银行股份有限公司,3873.54,0.8
601975.SH,平安银行股份有限公司,2926,0.6
601975.SH,中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金,1854.84,0.38
600070.SH,富润控股集团有限公司,10127.34,19.4
600070.SH,浙江诸暨惠风创业投资有限公司,2524.73,4.84
600070.SH,江有归,1224.35,2.35
600070.SH,付海鹏,953.57,1.83
600070.SH,YU NAN,387.49,0.74
600070.SH,金萍,341.53,0.65
600070.SH,浙江瓯联创业投资有限公司,323,0.62
600070.SH,盛雪萍,304.82,0.58
600070.SH,韩耀君,301.61,0.58
600070.SH,财通证券资管-甘肃上峰水泥股份有限公司-财通证券资管智汇82号单一资产管理计划,300.94,0.58
603116.SH,红蜻蜓集团有限公司,25147.22,43.64
603116.SH,钱金波,5633.98,9.78
603116.SH,金银宽,2077.34,3.61
603116.SH,钱秀芬,1680.2,2.92
603116.SH,陈铭海,1384.89,2.4
603116.SH,广州市玄元投资管理有限公司-玄元科新162号私募证券投资基金,1152,2
603116.SH,郑军,630.02,1.09
603116.SH,陈满仓,425.02,0.74
603116.SH,汪建斌,357.49,0.62
603116.SH,李忠康,327.6,0.57
603178.SH,宁波圣龙(集团)有限公司,12872.74,54.45
603178.SH,宁波禹舜商贸有限公司,1029.41,4.35
603178.SH,宁波圣达尔投资合伙企业(有限合伙),800,3.38
603178.SH,罗力成,514.71,2.18
603178.SH,西藏瑞华资本管理有限公司,407.35,1.72
603178.SH,陈雅卿,386.03,1.63
603178.SH,招商银行股份有限公司-汇添富策略增长两年封闭运作灵活配置混合型证券投资基金,228.7,0.97
603178.SH,中国建设银行股份有限公司-万家科创主题3年封闭运作灵活配置混合型证券投资基金,166.42,0.7
603178.SH,柴静蓉,160.11,0.68
603178.SH,中国建设银行股份有限公司-博时主题行业混合型证券投资基金(LOF),119.81,0.51
600276.SH,江苏恒瑞医药集团有限公司,153818.42,24.11
600276.SH,西藏达远企业管理有限公司,95275.23,14.94
600276.SH,香港中央结算有限公司,57101.17,8.95
600276.SH,连云港恒创医药科技有限公司,31011.21,4.86
600276.SH,中国医药投资有限公司,26234.42,4.11
600276.SH,连云港市金融控股集团有限公司,18653.47,2.92
600276.SH,中国证券金融股份有限公司,9539.98,1.5
600276.SH,中央汇金资产管理有限责任公司,5811.12,0.91
600276.SH,中国工商银行股份有限公司-中欧医疗健康混合型证券投资基金,3494.74,0.55
600276.SH,交通银行股份有限公司-易方达上证50指数增强型证券投资基金,3294.4,0.52
688045.SH,谢朋村,1276.61,18.49
688045.SH,苑成军,721.43,10.45
688045.SH,苏州方广二期创业投资合伙企业(有限合伙),714.3,10.34
688045.SH,深圳市凯维思企业管理中心(有限合伙),500.2,7.24
688045.SH,深圳市卡维斯特企业管理中心(有限合伙),463.39,6.71
688045.SH,张波,428.57,6.21
688045.SH,深圳市卡纬特企业管理中心(有限合伙),331.23,4.8
688045.SH,湖北小米长江产业基金合伙企业(有限合伙),225,3.26
688045.SH,喻辉洁,214.29,3.1
688045.SH,深圳美凯山河企业管理咨询合伙企业(有限合伙),178.66,2.59
600545.SH,江苏金昇实业股份有限公司,88975.97,46.94
600545.SH,卓郎智能技术股份有限公司回购专用证券账户,10750.08,5.67
600545.SH,国开金融有限责任公司,6177.84,3.26
600545.SH,江苏华泰战略新兴产业投资基金(有限合伙),4968.89,2.62
600545.SH,常州和合投资合伙企业(有限合伙),3851.31,2.03
